Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Item Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
JOHNSONS BABY CREAM 100GM,JOHNSONS BABY CREAM,33049990,8901010000000,GST @18%,135,135,3,92.78,278.34,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY MILK LOTION 50ML,JOHN.BABY MILKLOTION,33049930,8901010000000,GST @18%,47,47,2,34.34,68.68,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY MILK LOTION 100ML,JOHN.BABY MILKLOTION,33049930,8901010000000,GST @18%,89,89,4,65.02,260.08,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY MILK LOTION 200ML,JOHN.BABY MILKLOTION,33049930,8901010000000,GST @18%,156,156,3,113.97,341.91,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CREAM 30GM,JOHNSONS BABY CREAM,33049990,8901010000000,GST @18%,42,42,0,30.68,0,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY SHAMPOO NO MORE TEARS 200ML,JOHNSONS BABY SHAMPO,33051090,8901010000000,GST @18%,156,156,2,113.97,227.94,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY OIL 100ML,JOHNSONS BABY OIL 10,33049990,8901010000000,GST @18%,94,94,12,68.67,824.04,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY HAIR OIL 60ML,JOHN.BABY HAIR OIL,33059011,8901010000000,GST @18%,43,43,3,33.13,99.39,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY HAIR OIL 100ML,JOHN.BABY HAIR OIL,33059011,8901010000000,GST @18%,67,67,3,51.62,154.86,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY TOP-TO-TOE WASH 100ML,JOHN.B.WA.TOP.TOE,34013019,8901010000000,GST @18%,70,70,3,51.14,153.42,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY POWDER 100GM,JOHNSONS BABY POWDER,33049120,8901010000000,GST @18%,65,65,6,46.4,278.4,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CREAM 50GM,JOHNSONS BABY CREAM,33049990,8901010000000,GST @18%,66,66,5,48.22,241.1,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY CARE COLLECTION KIT RS.190,JOHN. B.CARE COLL(S),0,8901010000000,GST @12%,190,190,0,144.97,0,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY OIL 50ML,JOHNSONS BABY OIL,33049990,8901010000000,GST @18%,47,47,10,34.34,343.4,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY SHAMPOO NO MORE TEARS 60ML,JOHNSN BABY SHMP NMT,33051090,8901010000000,GST @18%,52,52,6,37.99,227.94,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY LOTION 50ML,JOHNSONS BABY LOTION,33049930,8901010000000,GST @18%,45,45,3,30.68,92.04,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY TOOTHBRUSH TENDER BRISTLE,JOHN.BABY TOOTHBRUSH,96032100,8901010000000,GST @18%,33,33,13,24.97,324.61,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY POWDER 200GM,JOHNSONS BABY POWDER,33049120,8901010000000,GST @18%,120,120,0,86.21,0,PERSONAL CARE,JOHNSON,BABY CARE,,,,
HIMALAYA HAIR OIL ANTI DANDRUFF 200ML,HIM H.OIL ANTI DANDR,33059011,8901140000000,GST @18%,160,146,1,112.48,112.48,PERSONAL CARE,HIMALAYA,BABY CARE,,,,
JOHNSONS BABY SKINCARE 80WIPES,JOHNSONS BABY 80WIPE,34011990,8901010000000,GST @18%,220,220,4,160.72,642.88,PERSONAL CARE,HIMALAYA,BABY CARE,,,,
HIMALAYA SHAMPOO DRYNESS DEFENES PROTEIN 200ML,HIM.DRYNESS DEFENSE ,33051090,8901140000000,GST @28%,130,130,1,92.33,92.33,PERSONAL CARE,HIMALAYA,HAIR CARE,,,,
ORAL-B TOOTH BRUSH ALL ROUNDER CAVITY DEFENCE SOFT 1P,ORAL-B BRUSHCLEAN123,0,4902430000000,GST @12%,25,25,0,18.52,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B ALL ROUNDER GUM PROTECT 40EXTRA SOFT,ORAL-B BRUSH EX.SOFT,0,4902430000000,GST @12%,32,32,0,23.71,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH EXTRA SOFT SENSITIVE SUPER THIN 1NOS,OB T/B EXTRA SOFT,0,4902430000000,GST @18%,55,55,8,40.74,325.92,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B  TOOTH BRUSH ALL ROUNDER GUM PROTECT,O/B T/B GUM PROTECT,9603,4902430000000,GST @18%,32,32,1,22.6,22.6,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH WITH NEEM EXTRACT SOFT 1NOS,ORAL-B TOOTH BRUSH W,9603,4902430000000,GST @18%,35,35,0,24.71,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH CAVITY DEFENSE BLACL MEDIUM 1NOS,ORAL-B TOOTH BRUSH C,9603,4902430000000,GST @18%,30,30,-7,21.19,-148.33,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH GUM CARE IMPROVES GUM HEALTH IN 4 WEEKS SOFT 1NSO,ORAL-B TB SOFT,9603,4902430000000,GST @18%,75,75,0,52.97,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH PRO-HEALTH PLAQUE REMOVAL MEDIUM,OB.TB.PLQ.REMOVAL ME,96032100,4902430000000,GST @18%,75,75,4,52.97,211.88,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH SENSITIVE WHITENING SOFT 1P,O/B TB SENS WH SOFT,96032100,4902430000000,GST @18%,45,45,2,0,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B MICKEY FOR KIDS SOFT,ORAL-B BRUSH MICKEY,0,4902430000000,GST @12%,16,16,0,11.85,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH ALL ROUNDER CAVITY DEFENSE 123 SOFT 1NOS,OB.TB.HEALTHY SOFT,82121010,4902430000000,GST @18%,28,28,7,20.74,145.18,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH ALLROUNDER CAVUTY DELICATE 123 SOFT 2NOS,OR/B T/B ALL SOFT DE,82121010,4902430000000,GST @18%,44,44,5,32.6,163,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH KIDS SOFT,ORAL-B T/B.KIDS SOFT,96032100,4902430000000,GST @18%,50,50,21,35.31,741.51,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH SENSITIVE WHITENING SOFT BUY2GET1FREE,ORAL-B TOOTH BRUSH S,0,4902430000000,GST @12%,90,90,0,66.67,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH ALL ROUNDER MEDIUM 1P,ORAL-B TOOTH BRUSH A,9603,4902430000000,GST @18%,35,35,-1,24.72,-24.72,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH SHINY CLEAN SOFT 1NOS,ORAL-B T/B.SHINY CLE,0,4902430000000,GST @12%,20,20,0,14.81,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH PASTE HEALTHY 32 MINT 40GM,OB TP H32 MINT,0,4902430000000,GST @12%,16,16,0,12.93,0,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
COLGATE TOOTH PASTE VISIBLE WHITE 2X100GM,COLGATE TOOTH PASTE,33061020,8901310000000,GST @18%,158,158,-2,115.03,-230.06,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH EXTRA CLEAN MEDIUM,COL EXT.SOFT MEDIUM,0,8901310000000,GST @12%,20,20,0,11.28,0,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH 360 FLOSS TIP MEDIUM 1N,COLGATE TOOTH BRUSH,0,8901310000000,GST @12%,89,89,0,56.5,0,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH SUPER SHINE MEDIUM 1NOS,COLGATE TOOTH BRUSH,96032100,8901310000000,GST @18%,20,20,0,12.55,0,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH SENSITIVE ULTRA SOFT 1P,COLG.BRUSH SENSTIVE,9603,8901310000000,GST @18%,50,50,12,32.92,395.04,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH SUPER FLEXI MEDIUM 1N,COLGATE TOOTH BRUSH,0,8901310000000,GST @12%,16,16,0,10.53,0,PERSONAL CARE,COLGATE,BABY CARE,,,,
COLGATE TOOTH BRUSH ZIG ZAG SOFT 1N,COLGATE TOOTH BRUSH,96032100,8901310000000,GST @18%,25,25,0,0,0,PERSONAL CARE,COLGATE,BABY CARE,,,,
COLGATE TOOTH PASTE TOTAL ADVANCED HEALTH BUY 2 140GM TOOTH BRUSH FREE,COL.T/P TOTAL HEALTH,33061020,8901310000000,GST @12%,204,204,0,164.85,0,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH ZIGZAG MEDIUM SHAVER PACK,COL ZIGZAG MEDIUM TB,0,8901310000000,GST @12%,37,37,0,24.36,0,PERSONAL CARE,COLGATE,ORAL CARE,,,,
COLGATE TOOTH BRUSH 360 WHOLE MOUTH CLEAN PACK OF 2 SOFT,COLGATE TOOTH BRUSH,0,8901310000000,GST @12%,121,121,0,76.82,0,PERSONAL CARE,COLGATE,ORAL CARE,,,,
BILT ETIQUETTE NAPKIN,BILT ETIQUETTE NAPKI,0,427,Tax 5%,55,55,-1,45.71,-45.71,PERSONAL CARE,BILT,PERSONAL HYGIENE,,,,
PAPER NAPIN,PAPER NAPIN,3924,429,GST @18%,70,70,0,47.45,0,PERSONAL CARE,<Add New>,PERSONAL HYGIENE,,,,
JOHNSONS BABY CARE COLLECTION LUXURY,JOHN.B. .B.C.LUXURY,0,8901010000000,GST @12%,501,501,0,382.2,0,PERSONAL CARE,JOHNSON,BABY CARE,,,,
HIMALAYA PURIFYING NEEM PACK NORMAL TO OILY SKIN 100GM,HIMALAYA PURIFYING N,34013090,8901140000000,GST @28%,135,135,1,92.51,92.51,PERSONAL CARE,HIMALAYA,PERSONAL HYGIENE,,,,
PARK AVENUE DEO DIVE 135ML,PARK AVENUE DEO DIVE,0,8901280000000,GST @12%,180,180,0,142.86,0,PERSONAL CARE,PARK AVENUE,SHAVING NEEDS,,,,
PARK AVENUE DEO NEO SPRAY 100GM,PARK AVENUE DEO NEO,33073090,8901280000000,GST @18%,240,240,1,183.23,183.23,PERSONAL CARE,PARK AVENUE,SHAVING NEEDS,,,,
CRYSTAL PIZZA CUTTER,CRYSTAL PIZZA CUTTER,0,8901200000000,GST @12%,105,105,4,84,336,"HOUSEHOLD,KITCHEN,BATHROOM",CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL PEELER CUM SCRAPER,CRYSTAL SCRAPER,82119200,8901200000000,GST @12%,65,65,9,46.43,417.87,"HOUSEHOLD,KITCHEN,BATHROOM",CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL ELETRONIC GAS LIGHTER,CRYTAL ELEC GAS LIGH,96138010,8901200000000,GST @28%,160,160,-2,97.02,-194.04,"HOUSEHOLD,KITCHEN,BATHROOM",CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL MULTI-PURPOSE KNIFE,CRYSTAL KNIFE M.PUR,0,8901200000000,GST @12%,50,50,21,28.56,599.76,"HOUSEHOLD,KITCHEN,BATHROOM",CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL BOTTLE CUM CAN OPENER,CRYSTL BOTT CAN OPNR,70133300,8901200000000,GST @12%,105,105,6,84,504,"HOUSEHOLD,KITCHEN,BATHROOM",CRYSTAL,KITCHEN ACCESSORIES,,,,
EVEREADY HOME LITE DIGI LED VALUE PACK,EVEREADY VAL.PACK DL,0,446,GST @12%,135,135,0,106.22,0,ELECTRONIC ITEMS,EVEREADY,<Add New>,,,,
CRYSTAL LEMON SQUEEZER,CRYSTAL LMN SQUEEZER,82055190,8901200000000,GST @18%,200,200,6,135.6,813.6,"HOUSEHOLD,KITCHEN,BATHROOM",CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL SERVING TONG,CRYSTAL SERVING TONG,0,8901200000000,GST @12%,125,125,3,100,300,"HOUSEHOLD,KITCHEN,BATHROOM",CRYSTAL,KITCHEN ACCESSORIES,,,,
EVEREADY LED BULB 250 LUMENS 2.5W,EVEREADY LED BULB 25,0,450,GST @12%,199,199,0,151.13,0,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
BAYGON ALL INSECT KILLER 1LTR,BAYGON ALL INS KILL,38089191,8906010000000,GST @18%,296,296,1,228.05,228.05,"HOUSEHOLD,KITCHEN,BATHROOM",BAYGON,HOUSEHOLD ACCESSORIES,,,,
ALLOUT FLASH GUARD,ALLOUT FLASH GUARD,38089192,8906010000000,GST @18%,10,10,13,7.7,100.1,"HOUSEHOLD,KITCHEN,BATHROOM",BAYGON,HOUSEHOLD ACCESSORIES,,,,
MORTEIN CHOTU INSTA 5 WORKS IN 5 MINUTES 25ML,MORTEIN CHOTU INSTA,38089199,8901400000000,GST @18%,49,49,-2,37.75,-75.5,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN ALL INSECT KILLER INSTA KILLS MOSQUITO KILER 200ML,MORTEIN KILLER250ML,3808,8901400000000,GST @18%,85,85,-1,65.49,-65.49,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
ALLOUT MULTI INSECT KILLER 425ML,BAYGON MUL.INS. KILL,38089191,8906010000000,GST @18%,172,172,2,132.51,265.02,"HOUSEHOLD,KITCHEN,BATHROOM",BAYGON,HOUSEHOLD ACCESSORIES,,,,
ALLOUT ANTI DENGUE COIL 10N,ALLOUT ANTI DENGUE C,38089191,8906010000000,GST @18%,24,24,0,18.49,0,"HOUSEHOLD,KITCHEN,BATHROOM",BAYGON,HOUSEHOLD ACCESSORIES,,,,
BAYGON ALL INSECT KILLER 250ML,BAYGON ALL INS KILLE,38089191,8906010000000,GST @18%,87,87,1,67.03,67.03,"HOUSEHOLD,KITCHEN,BATHROOM",BAYGON,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD ALL INSECT KILLER 225ML,MORT ALL INST KILLER,0,8901400000000,Tax 5%,89,89,1,77.06,77.06,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN NATURE GUARD COCKROACH KILLER 425ML,MORTEIN COCK.KILLER,0,470,Tax 5%,175,175,0,150.01,0,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS HIDDEN COCKROACHES 400ML,HIT KILLS HIDDEN425M,3808,8901160000000,GST @18%,176,176,2,135.59,271.18,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 625ML,HIT KILLS FLIES700ML,3808,8901160000000,GST @18%,255,255,0,196.46,0,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS HIDDEN COCKROACHES 625ML,HIT KILLS HIDDEN700M,3808,8901160000000,GST @18%,255,255,3,196.46,589.38,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 400ML,HIT KILLS FL N MOSQU,3808,8901160000000,GST @18%,176,176,1,135.59,135.59,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 200ML,HIT KILLS FLIES225ML,3808,8901160000000,GST @18%,94,94,5,72.42,362.1,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS HIDDEN COCKROACHES 320ML,HIT KILLS HIDDEN320M,3808,8901160000000,GST @18%,149,149,5,114.79,573.95,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS FLIES & MOSQUITOES 320ML,HIT KILLS FLIES320ML,3808,8901160000000,GST @18%,149,149,0,114.79,0,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
MORTEIN MOSQUITO KILLER 500ML,MORTEIN MOSQUITO KIL,0,8901400000000,Tax 5%,160,160,1,138.53,138.53,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD RAT KILL 25GM,MOR.POWERGARD RATKIL,38089191,8901400000000,GST @18%,15,15,0,11.56,0,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
HIT KILLS RATS 25GM,HIT KILLS RATS 25GM,3808,8901160000000,GST @18%,12,12,1,9.25,9.25,"HOUSEHOLD,KITCHEN,BATHROOM",HIT,HOUSEHOLD ACCESSORIES,,,,
DABUR ODOMOS NATURALS MOSQUITO REPELLENT CREAM 100GM,ODOMOS REPELLENT CRM,38089191,8901210000000,GST @18%,87,87,-1,67.02,-67.02,"HOUSEHOLD,KITCHEN,BATHROOM",ODOMOS,HOUSEHOLD ACCESSORIES,,,,
DABUR ODOMOS NATURALS 50GM,ODOMOS NATURALS 50GM,38089191,8901210000000,GST @18%,47,47,0,38.52,0,"HOUSEHOLD,KITCHEN,BATHROOM",ODOMOS,HOUSEHOLD ACCESSORIES,,,,
JOHNSONS BABY NAPPY 10DISPOSABLE PADS,JOHN.BABY NAPPY10PAD,96190030,8901010000000,GST @12%,85,85,1,65.43,65.43,PERSONAL CARE,JOHNSON,BABY CARE,,,,
JOHNSONS BABY NAPPY 20DISPOSABLE PADS,JOHN.BABY NAPPY20PAD,96190030,8901010000000,GST @12%,160,160,2,123.16,246.32,PERSONAL CARE,JOHNSON,BABY CARE,,,,
PAMPERS BABY DRY PANTS M 7-12KG 9 PANTS DIAPERS,PAM BD M7-12KG PANTS,0,490,GST @12%,300,300,0,1,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY LARGE9-14KG 2 DIAPERS,PAM L9-14 BABY DRY,0,4902430000000,GST @12%,26,26,0,20.1,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY PANTS SMALL 4-8KG 9 PANTS DIAPERS,PAM BDP 4-8KG 9PANTS,0,4902430000000,GST @12%,99,99,0,76.52,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY XL 12 PLUS 32 DIAPERS,PAMPERS BABY DRY XL,0,4902430000000,GST @12%,520,520,0,1,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
MAMY POKO PANTS S 1DIAPER,MAMY POKO PANTS S 1D,0,8903620000000,GST @12%,11,11,0,7.08,0,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
MAMY POKO PANTS 9-14KG (L) 4DIAPERS,MAMY POKO PANTS 9-14,0,8903620000000,GST @12%,55,55,0,42.52,0,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
MAMY POKO PANTS 7-12KG(M) 4DIAPERS,MAMY POKO PANTS 7-12,0,8903620000000,GST @12%,50,50,0,38.65,0,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
MAMY POKO PANTS L 1DIAPER,MAMY POKO PANTS L 1D,0,8993190000000,GST @12%,14,14,0,9.01,0,PERSONAL CARE,MAMY POKO PANTS,BABY CARE,,,,
PAMPERS BABY DRY PANTS MEDIUM7-12KG 9 DIAPERS,PAM DRY PANT M 7-12K,0,4902430000000,GST @12%,115,115,0,88.89,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS ACTIVE BABY MEDIUM 62DIAPERS,PAMPERS ACTIVE BABY,0,4902430000000,GST @12%,950,950,0,734.29,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS L 9-14KG 5 DIAPERS,PAMPERS L 9-14KG 5 D,0,4902430000000,GST @12%,70,70,0,54.11,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS BABY DRY PANTS MEDIUM 2DIAPERS,PAM.BABY DRY MEDIUM,0,4902430000000,GST @12%,24,24,0,18.55,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
GOOD KNIGHT GREEN SHAKTI LOW SMOKE CPIL 10N,GOOD KNIGHT GREEN SH,3808,8901020000000,GST @18%,33,33,-3,25.42,-76.26,"HOUSEHOLD,KITCHEN,BATHROOM",GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
GOOD KNIGHT ADVANCED ACTIVE+CARTRIDGE,GK.ADV.ACTIV+CARTRIG,3808,8901160000000,GST @18%,72,72,14,55.47,776.58,"HOUSEHOLD,KITCHEN,BATHROOM",GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
GOOD KNIGHT ADVANCED NEEM ACTIVE CHAUKA PACK 4COILS PACK,GOOD KNIGHT ADVANCED,0,8901020000000,Tax 5%,12,12,0,10.39,0,"HOUSEHOLD,KITCHEN,BATHROOM",GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD DEEP REACH COILS 8HRS,MOR.DEEP REACH COILS,3808,8901400000000,GST @18%,26,26,0,20.03,0,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN NATURGARD REFILL 45NIGHTS,MOR NATURGARD REFILL,0,530,Tax 5%,52,52,0,44.58,0,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
MORTEIN POWERGARD RAT KILL CAKE 100GM,MORTEIN RATKILL CAKE,3808,8901400000000,GST @18%,50,50,11,38.52,423.72,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
GOOD KNIGHT MACHINE+10 SILVER MATS,G.KNIGHT MACH+10MATS,0,534,Tax 5%,36,36,0,31.17,0,"HOUSEHOLD,KITCHEN,BATHROOM",GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
GOOD KNIGHT ADVANCED DUAL POWER MODE ACTIV+SYSTEM,G.KNIGHT ACT+SYSTEM ,0,535,Tax 5%,99,99,0,57.14,0,"HOUSEHOLD,KITCHEN,BATHROOM",GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
GOOD KNIGHT ADVANCED LAVENDER 45ML,GOOD KNIGHT ADVANCED,3808,8901020000000,GST @18%,65,65,1,50.08,50.08,"HOUSEHOLD,KITCHEN,BATHROOM",GOOD KNIGHT,HOUSEHOLD ACCESSORIES,,,,
MORTEIN NATURGARD MACHINE+REFILL 45N,MORTEIN NATURGARD MA,0,537,Tax 5%,66,66,0,57.14,0,"HOUSEHOLD,KITCHEN,BATHROOM",MORTEIN,HOUSEHOLD ACCESSORIES,,,,
ALLOUT ULTRA REFFIL 45ML,ALLOUT ULTRA REFFIL,38089191,8906010000000,GST @18%,72,72,2,55.47,110.94,"HOUSEHOLD,KITCHEN,BATHROOM",BAYGON,HOUSEHOLD ACCESSORIES,,,,
CAREFREE 20 BELTED SANITARY NAPKINS,CARFRE 20 BELT SA NA,0,553,GST @12%,80,80,-1,70,-70,PERSONAL CARE,CAREFREE,SANITARY NEEDS,,,,
CAREFREE REGULAR 10 BELTED,CAREFREE REGULAR ,0,8901010000000,GST @12%,70,70,1,55.56,55.56,PERSONAL CARE,CAREFREE,SANITARY NEEDS,,,,
REVIVE INSTANT STARCH ANTI BACTERIA 400GM,REVIVE INST STAR AB,35051090,8901090000000,GST @18%,125,125,1,96.3,96.3,"HOUSEHOLD,KITCHEN,BATHROOM",REVIVE,HOUSEHOLD ACCESSORIES,,,,
REVIVE LIQUID STIFFENER 95GM,REVIVE LIQ.STIFFENER,3505,8901090000000,GST @18%,29,29,0,22.34,0,"HOUSEHOLD,KITCHEN,BATHROOM",REVIVE,HOUSEHOLD ACCESSORIES,,,,
REVIVE LIQUID STIFFENER 200GM,REVIVE LIQ STIFFNR ,3305,8901090000000,GST @18%,59,59,1,45.45,45.45,"HOUSEHOLD,KITCHEN,BATHROOM",REVIVE,HOUSEHOLD ACCESSORIES,,,,
ROBIN DAZZLING LIQUID BLUE AFTERWASH 100ML,ROBIN LIQ BLUE AW,3206,8901400000000,GST @18%,30,30,1,23.11,23.11,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
ROBIN DAZZLING LIQUID BLUE AFTERWASH 200ML,ROBIN LIQ BLUE AW,3206,8901400000000,GST @18%,47,47,4,38.52,154.08,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
ROBIN LIQUID BLUE DAZZLING WHITENESS 75ML,ROBIN LIQ. BL D WHIT,2828,8901400000000,GST @18%,20,20,0,15.41,0,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
ROBIN LIQUID BLUE DAZZLING WHITENESS 150ML,ROBIN LIQ. WHITENESS,3206,8901400000000,GST @18%,40,40,0,30.82,0,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
ROBIN FABRIC CLEANER CUFFS N COLLARS 200ML,ROBIN FC CUFS&COLRS,0,562,GST @12%,53,53,0,42.83,0,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
ROBIN POWER BLUE DAZZLING WHITENESS 50GM,ROBIN PWR BLU DAZ WH,3206,8901400000000,GST @18%,18,18,3,13.87,41.61,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
AIR WICK FRESHMATIC AUTOMATIC REFILL SPRAY ORANGE BLOSSOM 250ML,AW REFF SPRY ORNGE B,3307,8901400000000,GST @18%,299,299,3,230.35,691.05,"HOUSEHOLD,KITCHEN,BATHROOM",AIRWICK,HOUSEHOLD ACCESSORIES,,,,
AIR WICK FRESHMATIC AUTOMATIC SPRAY LAVENDER AND CHAMOMILE COMBI PACK,AW. FM AUTO COM PACK,3307,8901400000000,GST @18%,550,550,1,423.73,423.73,"HOUSEHOLD,KITCHEN,BATHROOM",AIRWICK,HOUSEHOLD ACCESSORIES,,,,
ROBIN POWER BLUE DAZZLING WHITENESS 100GM,ROBIN PWR BL DAZ WH ,3206,8901400000000,GST @18%,40,40,5,30.82,154.1,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
ROBIN POWER BLUE DAZZLING WHITENESS 200GM,ROBIN WHITEWASH 200G,2828,8901400000000,GST @18%,58,58,7,46.87,328.09,"HOUSEHOLD,KITCHEN,BATHROOM",ROBIN,WASHING  DETERGENTS,,,,
