Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Item Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
CAVENDISH & HARVEY SOUR LEMON DROPS 200GM,CAV&HAR.SOUR LEMON D,17049090,4013200000000,GST @18%,200,200,0,141.25,0,"CHOCOLATES,SWEETS AND CANDIES",CAVENDISH&HARVEY,TOFFEES AND CANDY,,,,
CAVENDISH & HARVEY BARLEY SUGAR DROPS 200GM,CAV&HAR.BARLEY SUGAR,17049090,4037720000000,GST @18%,200,200,0,141.25,0,"CHOCOLATES,SWEETS AND CANDIES",CAVENDISH&HARVEY,TOFFEES AND CANDY,,,,
CAVENDISH & HARVEY SOUR CHERRY DROPS 200GM,CAV&HAR.SOUR CHERRY ,17049090,4013200000000,GST @18%,200,200,0,141.25,0,"CHOCOLATES,SWEETS AND CANDIES",CAVENDISH&HARVEY,TOFFEES AND CANDY,,,,
NIVEA SHOWER GEL FRESH  PURE 500ML,NIVEA SHOWER GEL FRE,34013019,8904260000000,GST @28%,349,349,1,247.81,247.81,PERSONAL CARE,NIVEA,SKIN CARE,,,,
ONLY SAGE FARMED IN TURKEY 20GM,ONLY SAGE FARMED IN,0,8908000000000,Tax 5%,99,99,0,75.43,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY BASIL FARMED IN TURKEY 30GM,ONLY BASILFARMED IN ,0,8908000000000,Tax 5%,109,109,0,83.05,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY ALL PURPOSE SEASONING GRINDER 40GM,ONLY ALL PURPOSE SEA,0,8908000000000,Tax 5%,129,129,0,98.29,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY BLACK SALT GRINDER 100GM,ONLY BLACK SALT GRIN,0,8908000000000,Tax 5%,79,79,0,60.19,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY MIXED HERBS FARMED IN TURKEY 25GM,ONLY MIXED HERBS,0,8908000000000,Tax 5%,109,109,0,83.05,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY MEAT SUPREME GRINDER 45GM,ONLY MEAT SUPREME GR,0,8908000000000,Tax 5%,139,139,0,105.91,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY CHILLI FLAKES 50GM,ONLY CHILLI FLAKES 5,0,8908000000000,Tax 5%,99,99,0,75.43,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY THYME FARMED IN MOROCCO 35GM,ONLY THYME FARMED IN,0,8908000000000,Tax 5%,119,119,0,90.67,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY BLACK PEPPER & PINK SALT GRINDER 80GM,ONLY BLACK PEPPER &,0,8908000000000,Tax 5%,129,129,0,98.29,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY ROASTED GARLIC & PINK SALT GRINDER 65GM,ONLY ROASTED GARLIC,0,8908000000000,Tax 5%,109,109,0,83.05,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY ROSEMARY FARMED IN MOROCCO 55GM,ONLY ROSEMARY FARMED,0,8908000000000,Tax 5%,119,119,0,90.67,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
ONLY PARSLEY FARMED IN UK 15GM,ONLY PARSLEY FARMED,0,8908000000000,Tax 5%,109,109,0,83.05,0,"GROCERY,DALS",ONLY,"MASALAS,SPICES,SEASONINGS",,,,
HALDIRAMS KETTLE KRIPPS SALTED POTATO CHIPS 100GM,HALDIRAMS KETTLE KRI,0,8904060000000,GST @12%,35,35,8,27.44,219.52,"SNACKS,CHIPS",HALDIRAMS,CHIPS,,,,
HOME MADE DATE & WALNUT CAKE IN & OUT SPECIAL,H.M.DATE&WALNUT CAKE,0,16482,GST @0%,25,25,-8,20,-160,READY TO EAT,<Add New>,READY MADE CAKES,,,,
NUUTROGENA ULTRA SHEER BODY MIST SUNSCREEN SPF30 141GM,NEU.ULTRA SHEER BODY,0,86800688303,GST @28%,699,699,1,540.29,540.29,PERSONAL CARE,NEUTROGENA,SKIN CARE,,,,
GARNIER SHAMPOO ULTRA BLENDS ROYAL JELLY &  LAVENDER 175ML+75ML,GAR.SHM.ROYAL JELLY,33051090,8901530000000,GST @28%,130,130,0,103.17,0,PERSONAL CARE,GARNIER,HAIR CARE,,,,
SUNSILK SHAMPOO NOURISHING SOFT & SMOOTH 5NATURAL OILS 340ML,SUN.SHM.SOFT&SMOOTH,33051090,8901030000000,GST @18%,165,165,0,127.12,0,PERSONAL CARE,SUNSLIK,HAIR CARE,,,,
SAVLON HENDWASH MOISTURE SHIELD 900ML,SAVLON HENDWASH MOIS,31022010,8901730000000,GST @18%,99,99,0,70.11,0,PERSONAL CARE,SAVLON,SKIN CARE,,,,
GUBB COTTON BALLS COLORED 100PCS,GUBB COTTON BALLS CO,5601,8906000000000,GST @12%,135,135,2,84.37,168.74,PERSONAL CARE,GUBB,<Add New>,,,,
GUBB COTTON BALLS COLORED 50PCS,GUBB COTTON BALLS CO,5601,8906000000000,GST @12%,75,75,4,46.87,187.48,PERSONAL CARE,GUBB,<Add New>,,,,
GUBB COTTON BUDS 200PCS,GUBB COTTON BUDS 200,5601,8906000000000,GST @12%,119,119,1,74.37,74.37,PERSONAL CARE,GUBB,<Add New>,,,,
ORGANIC NATION MAKKI FLOUR 1KG,ORG.NA.MAKKI FLOUR,2106,8906050000000,GST @0%,80,80,2,64,128,"GROCERY,DALS",ORGANIC NATION,"ATTA,MAIDA,SUJI",,,,
ORGANIC NATION WHEAT FLOUR 1KG,ORG.NA.WHEAT FLOUR,2106,8906050000000,GST @0%,65,65,5,52,260,"GROCERY,DALS",ORGANIC NATION,"ATTA,MAIDA,SUJI",,,,
CORNITOS CHUNKY SALSA TOMATO ONION JALAPENO MILD 330GM,COR.CHUNKU SALSA,0,8906080000000,Tax 5%,165,165,0,136.65,0,"SAUCES,JAMS,PICKLES",CORNITOS,SACUES,,,,
HE DEO BODY PERFUME PASSION 122ML,HE DEO BODY PERFUME,33072000,8901250000000,GST @18%,199,199,0,100.9,0,PERSONAL CARE,HE,DEOS AND PERFUMES,,,,
HE DEO BODY PERFUME HYPNOTIC 122ML,HE DEO BODY PERFUME,33072000,8901250000000,GST @18%,199,199,1,113.1,113.1,PERSONAL CARE,HE,DEOS AND PERFUMES,,,,
KRAVOUR WAFER VANILLA FLAVOURED BISCUITS 150GM,KRAVOUR WAFER VANILL,19053290,8906070000000,GST @18%,50,50,4,35.3,141.2,BISCUITS,KRAVOUR,WAFERS,,,,
KRAVOUR WAFER CHOCO FLAVOURED BISCUITS 150GM,KRAVOUR WAFER CHOCO,19053290,8906070000000,GST @18%,50,50,2,35.3,70.6,BISCUITS,KRAVOUR,WAFERS,,,,
AMUL PREMIUM SPICED BUTTERMILK 250ML,AMUL PREMIUM SPICED,0,8901260000000,GST @0%,20,20,0,15,0,DRINKS AND BEVERAGES,AMUL,MILK BEVERAGES,,,,
AMUL CHEESE BLOCK 500GM,AMUL CHEESE BLOCK 50,0,8901260000000,GST @12%,227,227,3,185.24,555.72,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
LUBE MAK GOLD 500ML,LUBE MAK GOLD 500ML,0,16499,GST @18%,128,128,224,102.58,22977.92,CAR ACCESSORIES,LUBRICANT,<Add New>,,,,
LUBE MAK GOLD 3LTR,LUBE MAK GOLD 3LTR,2710,16500,GST @18%,729,729,6,523.5,3141,CAR ACCESSORIES,LUBRICANT,<Add New>,,,,
HEAD & SHOULDER SHAMPOO COOL MENTHOL 340ML+180ML,H&S.SHM.COOL MENTHOL,0,4902430000000,GST @28%,310,310,1,250.51,250.51,PERSONAL CARE,HEAD & SHOULDERS,HAIR CARE,,,,
FOGG DEO ROLL ON FOR MEN ABSOLUTE 50ML,FOG.ROLL ON ABSOLUTE,3307,6291010000000,GST @28%,190,190,1,129.08,129.08,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO ROLL ON FOR MEN STATUS 50ML,FOG.ROLL ON STATUS,3307,6291010000000,GST @28%,190,190,0,129.08,0,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO ROLL ON FOR MEN ULTIMATE 50ML,FOG.ROLL ON ULTIMATE,3307,6291010000000,GST @28%,190,190,2,129.08,258.16,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO ROLL ON FOR WOMEN BOLD 50ML,FOG.ROLL ON BOLD,3307,6291010000000,GST @28%,190,190,1,114.88,114.88,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO ROLL ON FOR WOMEN ELEGANCE 50ML,FOG.ROLL ON ELEGANCE,3307,6291010000000,GST @28%,190,190,1,129.08,129.08,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
FOGG DEO ROLL ON FOR WOMEN SPLENDID 50ML,FOG.ROLL ON SPLENDID,3307,6291010000000,GST @28%,190,190,1,129.08,129.08,PERSONAL CARE,FOGG,DEOS AND PERFUMES,,,,
KWALITY WALLS ICE CREAM VANILLA CUP 55ML,KW.I/C.VANILLA CUP,0,8901030000000,GST @18%,10,10,1,7.4,7.4,"FROZEN FOODS,ICE-CREAM",KWALITY,ICE CREAM,,,,
HOME MADE COFFE WALNUT CAKE 250GM,H.MADE.COFFEE W.CAKE,0,16509,GST @0%,70,70,0,50,0,READY TO EAT,<Add New>,READY MADE CAKES,,,,
NIVEA MEN DARK SPOT REDUCTION MOISTURISER SPF30 15ML,NIV.MOIS.DARK SPOT,0,4005810000000,GST @12%,99,99,0,77.88,0,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA SHOWER GEL FRESH PURE 250ML,NIVEA SHOWER GEL FRE,34013019,8904260000000,GST @18%,199,199,0,153.31,0,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA BODY LOTION WHITENING COOL SENSATION SPF15 ALL SKIN TYPES 400ML,NIVEA BODY LOTION WH,33049930,8904260000000,GST @28%,375,375,1,259.26,259.26,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NESCAFE CHOCO MOCHA 5X20GM,NESCAFE CHOCO MOCHA,21011120,8901060000000,GST @18%,125,125,4,99,396,DRINKS AND BEVERAGES,NESCAFE,TEA AND COFFEE,,,,
MONGINIS MAWA CAKE 65GM,MONGINIS MAWA CAKE 6,0,8901910000000,GST @18%,15,15,23,11.6,266.8,BAKING AND DESSERT,MONGINIS,READY MADE CAKES,,,,
HALDIRAMS PALAK MATHRI 200GM,HALDIRAMS PALAK MATH,0,8904060000000,GST @12%,45,45,0,35.05,0,"SNACKS,CHIPS",HALDIRAMS,SNACKS,,,,
GATSBY SET & KEEP SPRAY ULTRA HARD 200ML,GATSBY SET & KEEP SP,3305,8992220000000,GST @28%,250,250,0,154.69,0,PERSONAL CARE,GATSBY,HAIR CARE,,,,
GILLETTE PRESTO 5PCS,GILLETTE PRESTO 5PCS,8212,4902430000000,GST @18%,88,88,1,58.63,58.63,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
TETLEY SUPER GREEN TEA CITRUS & HONEY 30BAGS,TET.G.T.CITRUS&HONEY,902,8901050000000,GST @5%,170,170,1,137.21,137.21,DRINKS AND BEVERAGES,TETLEY,TEA AND COFFEE,,,,
VANISH OXI ACTION 400ML,VANISH OXI ACTION ,3402,8901400000000,GST @18%,90,90,0,69.34,0,"HOUSEHOLD,KITCHEN,BATHROOM",VANISH,WASHING  DETERGENTS,,,,
JABSONS BANANA CHIPS ACHARI LEMON 150GM,JABSONS BANANA CHIPS,20089999,8904070000000,GST @12%,55,55,5,39.29,196.45,"SNACKS,CHIPS",JABSONS,SNACKS,,,,
JABSONS COCKTAIL NUTS 120GM,JABSONS COCKTAIL NUT,8135010,8904070000000,GST @12%,65,65,9,50,450,"SNACKS,CHIPS",JABSONS,SNACKS,,,,
PALMOLIVE SHAVE CREAM CLASSIC 65GM,PAL.SHAVE CREAM CLAS,3307,8718950000000,GST @28%,65,65,2,51.58,103.16,PERSONAL CARE,PALMOLIVE,SHAVING NEEDS,,,,
PALMOLIVE SHAVE CREAM COOL 65GM,PAL.SHAVE CREAM COOL,3307,8718950000000,GST @28%,65,65,3,51.58,154.74,PERSONAL CARE,PALMOLIVE,SHAVING NEEDS,,,,
SUNDROP PEANUT BUTTER REGULAR CRUNCHY 924GM,SUN.PEN.B.CRUNCHY,20081100,8901510000000,GST @12%,285,285,0,231.33,0,BREAD AND DAIRY,SUNDROP,DAIRY PRODUCTS,,,,
VEEBA MAYONNAISE EGGLESS 275GM,VEEBA MAYONNAISE EGG,2103903,8906070000000,GST @12%,84,84,2,60,120,"SAUCES,JAMS,PICKLES",VEEBA,MAYONNAISE AND SANDWICH SPREAD,,,,
HOME MADE CHOCO & WALNUT CAKE 280GM,CHOCO & WALNUT CAKE,0,16526,GST @0%,80,80,0,65,0,READY TO EAT,<Add New>,READY MADE CAKES,,,,
HOME MADE CHOCO & WALNUT CAKE 150GM,CHOCO & WALNUT CAKE,0,16527,GST @0%,60,60,0,45,0,READY TO EAT,<Add New>,READY MADE CAKES,,,,
HIMALAYA HAND SANITIZER LITCHI 50ML,HIM.HAND SANITIZER ,34013090,8901140000000,GST @18%,60,60,3,39.15,117.45,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
HIMALAYA HAND SANITIZER STRAWBERRY 50ML,HIM.HAND SANI.STRAW,34013090,8901140000000,GST @18%,60,60,2,39.15,78.3,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
HIMALAYA HAND SANITIZER ORANGE 50ML,HIM.HAND.SANI.ORANGE,34013090,8901140000000,GST @18%,60,60,1,39.15,39.15,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
HIMALAYA HAND SANITIZER GREEN APPLE 50ML,HIM.HAND.SANI.GREEN ,34013090,8901140000000,GST @18%,60,60,2,39.15,78.3,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
HIMALAYA PAIN BALM STRONG MINT 10GM,HIM.PAIN BALM MINT,7000761,8901140000000,GST @12%,35,35,2,24.06,48.12,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
HIMALAYA HAND SANITIZER 50ML,HIMALAYA HAND SANITI,34013090,8901140000000,GST @18%,60,60,1,39.15,39.15,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
NESTLE CEREGROW MULTIGRAIN CEREAL WITH MILK & FRUITS 2-5 YEARS 300GM,NESTLE CEREGROW MUL,19011090,8901060000000,GST @18%,250,250,1,194.37,194.37,BABY FOODS,NESTLE,<Add New>,,,,
DOVE BEAUTY MOISTURE FOR SOFT & SMOOTH NOURISHED SKIN 50GM,DOVE BEAUTY MOISTURE,0,8901030000000,GST @12%,90,90,0,70.18,0,PERSONAL CARE,DOVE,SKIN CARE,,,,
FAIR & LOVELY ANTI MARKS TREATMENT BLUE LINS 40GM,FAIR & LOVELY ANTI M,33049910,8901030000000,GST @28%,115,115,3,92.93,278.79,PERSONAL CARE,FAIR & LOVELY ,SKIN CARE,,,,
LAKME FACEWASH BLUSH & GLOW STRAWBERRY 25GM,LAKME FACE WASH BLUS,34013090,8901030000000,GST @18%,35,35,1,26.02,26.02,PERSONAL CARE,LAKME,SKIN CARE,,,,
LAKME ABSOLUTE PERFECT RADIANCE 50GM,LAKME ABSOLUTE PERFE,34013090,8901030000000,GST @18%,130,130,3,96.64,289.92,PERSONAL CARE,LAKME,SKIN CARE,,,,
TRESEMME SHAMPOO NURUSH & REPLENISH 190ML,TRE.SHM.NOURISH&REPL,33051090,8901030000000,GST @28%,150,150,2,106.53,213.06,PERSONAL CARE,TRESEMME,HAIR CARE,,,,
TRESEMME SHAMPOO NURUSH & REPLENISH 80ML,TRE.SHM.NOURISH&REPL,33051090,8901030000000,GST @28%,70,70,2,49.72,99.44,PERSONAL CARE,TRESEMME,HAIR CARE,,,,
TRESEMME SHAMPOO NURUSH & REPLENISH 580ML,TRE.SHM.NOUR.REPLE,33051090,8901030000000,GST @18%,455,455,1,351.95,351.95,PERSONAL CARE,TRESEMME,HAIR CARE,,,,
TRESEMME CONDITIONER NURUSH & REPLENISH 190ML,TRE.COND.NOURI.REPLE,33051090,8901030000000,GST @18%,216,216,1,165,165,PERSONAL CARE,TRESEMME,HAIR CARE,,,,
TRESEMME CONDITIONER NURUSH & REPLENISH 85ML,TRE.CON.NOUR.REPLE,33051090,8901030000000,GST @28%,99,99,2,70.31,140.62,PERSONAL CARE,TRESEMME,HAIR CARE,,,,
CLINIC PLUS SHAMPOO AYURVEDA CARE  80ML,CLI.PL.SHM.AYURVEDA,33051090,8901030000000,GST @18%,46,46,1,35.44,35.44,PERSONAL CARE,CLINIC PLUS,HAIR CARE,,,,
PUFF RICE 200GM,PUFF RICE 200GM,0,16545,GST @0%,20,20,7,13.5,94.5,"SNACKS,CHIPS",<Add New>,SNACKS,,,,
7UP BOTTLE 330ML,7UP BOTTLE 330ML,0,8902080000000,GST @28%,20,20,18,15.92,286.56,DRINKS AND BEVERAGES,PEPSI,SOFT DRINKS,,,,
MIRINDA ORANGE FLAVOUR 330ML,MIRINDA ORANGE FLAVO,0,8902080000000,GST @12%,20,20,18,15.26,274.68,DRINKS AND BEVERAGES,PEPSI,SOFT DRINKS,,,,
KESH KING SHAMPOO ANTI-HAIRFALL ALOE VERA 120ML,KESH KING SHAM.LOE,30049011,8901250000000,GST @12%,100,100,2,74.67,149.34,PERSONAL CARE,KESH KING,HAIR CARE,,,,
ORAL-B TOOTH BRUSH ULTRATHIN SENSITIVE GREEN EXTRA SOFT 1NOS,OB.T/B.ULTRA GREEN,96032100,4902430000000,GST @18%,70,70,8,49.43,395.44,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
ORAL-B TOOTH BRUSH BLACK ULTRATHIN SENSITIVE EXTRA SOFT BUT2GET1FREE,OB.T/B.ULTRATHIN,96032100,4902430000000,GST @18%,140,140,6,98.87,593.22,PERSONAL CARE,ORAL-B,ORAL CARE,,,,
GILLETTE VENUS BREEZE 3BLADES CONVENIENT SHAVE GEL BARS FREESIA SCENT ,GILLETTE VENUS BREEZ,82121010,4902430000000,GST @18%,299,249,1,185.1,185.1,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
GILLETTE VENUS BREEZE 3BLADES CONVENIENT SHAVE GEL BARS,GILL.BREEZE BLADES,82122019,4902430000000,GST @18%,350,325,0,241.6,0,PERSONAL CARE,GILLETTE,SHAVING NEEDS,,,,
PASEO ELEGANT HYGIENIC SOFT AND NATURAL NAPKIN 23X23 50SHEETS,PAS.ELEGANT NAPKIN,48189000,8907250000000,GST @18%,48,43,21,28.05,589.05,"HOUSEHOLD,KITCHEN,BATHROOM",PASEO,HOUSEHOLD ACCESSORIES,,,,
KESH KING SHAMPOO ANTI-HAIRFALL ALOE VERA 300ML,KESH KING SHAMPOO AN,30049011,8901250000000,GST @12%,180,180,2,146.1,292.2,PERSONAL CARE,KESH KING,HAIR CARE,,,,
DINDAYAL AUSHADHI APPLE VINEGAR 500ML,PURE AYURVEDA APPLE,30049011,8904100000000,GST @12%,195,195,1,142.8,142.8,"SAUCES,JAMS,PICKLES",<Add New>,SACUES,,,,
NOBLE FOODS GOJI BERRIES 150GM,NOBLE FOODS GOJI BER,1206,8908010000000,Tax 5%,630,630,1,444,444,"SNACKS,CHIPS",NOBLE,SNACKS,,,,
GODREJ TYSON CHICKEN BIRYANI 500GM,GODREJ TYSON CHICKEN,0,8902760000000,Tax 5%,200,200,4,158.73,634.92,"FROZEN FOODS,ICE-CREAM",GODREJ,FROZEN NON VEG,,,,
HEAD & SHOULDER SHAMPOO ANTI HAIR FALL 340ML+180ML,H&S.SHM.ANTI HAIRFAL,0,4902430000000,GST @28%,310,310,0,250.51,0,PERSONAL CARE,HEAD & SHOULDERS,HAIR CARE,,,,
TIDE NATURALS LEMON & CHANDAN 800GM,TIDE NATURALS LEMON ,34029011,4902430000000,GST @18%,53,53,4,41.58,166.32,"HOUSEHOLD,KITCHEN,BATHROOM",TIDE,WASHING  DETERGENTS,,,,
VANISH OXI ACTION 400GM,VANISH OXI ACTION 40,3402,8901400000000,GST @18%,180,180,3,138.67,416.01,"HOUSEHOLD,KITCHEN,BATHROOM",VANISH,WASHING  DETERGENTS,,,,
HENKO STAIN CHAMPION OXYGEN POWER5KG,HENKO STAIN CHAMPION,34029019,8902100000000,GST @28%,675,675,1,555.56,555.56,"HOUSEHOLD,KITCHEN,BATHROOM",HENKO,WASHING  DETERGENTS,,,,
ORGANIC HONEY HOME MADE 100GM,ORGANIC HONEY HOME M,4090000,16562,GST @0%,55,55,46,14.5,667,ORGANIC FOODS,<Add New>,"HONEY,MARMLADE",,,,
LEONARDO QUEEN OLIVE GREEN PITTED 450GM,LEONARDO QUEEN OLIVE,20057000,8906020000000,Tax 5%,240,240,2,182.85,365.7,"SAUCES,JAMS,PICKLES",LEONARDO,PICKLES,,,,
LEONARDO QUEEN OLIVE PIMIENTO STUFFED 450GM,LEONARDO QUEEN OLIVE,0,8906020000000,Tax 5%,299,299,2,227.8,455.6,"SAUCES,JAMS,PICKLES",LEONARDO,PICKLES,,,,
RAMDEV DRY GINGER POWDER 100GM,RAMDEV DRY GINGER PO,910,8902190000000,Tax 5%,80,80,9,60.95,548.55,"GROCERY,DALS",RAMDEV,"MASALAS,SPICES,SEASONINGS",,,,
PALMOLIVE MEN SHAVE FOAM CLASSIC WITH ALOE VERA 300ML,PAL.SHV.FOAM CLASS,0,8718950000000,GST @12%,190,190,4,150.79,603.16,PERSONAL CARE,PALMOLIVE,SHAVING NEEDS,,,,
PALMOLIVE MEN SHAVE FOAM COOL WITH MENTHOL 300ML,PAL.SHV.FOAM COOL,0,8718950000000,GST @28%,190,190,3,150.79,452.37,PERSONAL CARE,PALMOLIVE,SHAVING NEEDS,,,,
PALMOLIVE MEN SHOWER GEL 24HOUR ENERGISING  250ML,PAL.SH.G.ENERGISING,0,8718950000000,GST @28%,190,190,1,150.12,150.12,PERSONAL CARE,PALMOLIVE,SKIN CARE,,,,
PALMOLIVE MEN SHOWER GEL 24HOUR REFRESHING 250ML,PAL.SHG.G.REFRESHING,3401,8718950000000,GST @28%,190,190,2,150.12,300.24,PERSONAL CARE,PALMOLIVE,SKIN CARE,,,,
PALMOLIVE MEN SHOWER GEL 24HOUR SENSITIVE 250ML,PAL.SHW.G.SENSIT,0,8718950000000,GST @28%,190,190,2,150.12,300.24,PERSONAL CARE,PALMOLIVE,SKIN CARE,,,,
MCVITIES DOUBLEE CHOCO CHOCO CREAMS 100GM,MCVDOUBLEE CHOCO CRE,19053100,8906030000000,GST @18%,20,20,11,15.13,166.43,BISCUITS,MC VITIES ,CREAM BISCUITS,,,,
MCVITIES DOUBLEE CREAMS ORANGE CREAM 100GM,MC.DOU.ORANGE CREAM,19053100,8906030000000,GST @18%,20,20,19,15.13,287.47,BISCUITS,MC VITIES ,CREAM BISCUITS,,,,
MCVITIES DOUBLEE ORANGE ORANGE CREAMS 100GM,MCV.DOU.ORANGE CREAM,19053100,8906030000000,GST @18%,20,20,7,15.13,105.91,BISCUITS,MC VITIES ,CREAM BISCUITS,,,,
AMUL BLACK FOREST CAKE 1LTR,AMUL BLACK FOREST CA,0,8901260000000,GST @12%,350,350,0,256.67,0,"FROZEN FOODS,ICE-CREAM",AMUL,READY MADE CAKES,,,,
ORGANIC HONEY HOME MADE 300GM,ORGANIC.HONEY 300GM,4090000,16575,GST @0%,126,126,58,43.5,2523,ORGANIC FOODS,<Add New>,<Add New>,,,,
SCOTCH BRITE HOUSEHOLD SCRUBBER 3M,SCOTCH BRITE HOUSEHO,96039090,8901360000000,GST @12%,350,350,1,275.32,275.32,"HOUSEHOLD,KITCHEN,BATHROOM",SCOTCH BRITE,HOUSEHOLD ACCESSORIES,,,,
TOPS LIME GINGER CHILLI PICKLE 400GM,TOPS LIME GINGER CHI,0,846597000000,Tax 5%,80,80,1,61.79,61.79,"SAUCES,JAMS,PICKLES",TOPS,PICKLES,,,,
TOPS NAVRATAN PICKLE 400GM,TOPS NAVRATAN PICKLE,0,846597000000,Tax 5%,80,80,1,63.5,63.5,"SAUCES,JAMS,PICKLES",TOPS,PICKLES,,,,
ORGANIC INDIA VIRGIN COCONUT OIL 500ML,ORG.IND.COCONUT OIL,23065090,801542000000,GST @5%,725,725,1,552.38,552.38,"GROCERY,DALS",ORGANIC ,EDIBLE OIL AND GHEE,,,,
AMUL CHOCOMINIS 250GM,AMUL CHOCOMINIS 250G,1806,8901260000000,GST @18%,110,110,0,83.24,0,"CHOCOLATES,SWEETS AND CANDIES",AMUL,CHOCOLATES,,,,
DUKES WAFFY STRAWBERRY FLAVOURED 15GM,DUKES WAFFY STRAWBEY,19053219,8906010000000,GST @18%,5,5,50,3.7,185,BISCUITS,DUKES,WAFERS,,,,
DUKES WAFFY CHOCO FLAVOURED 15GM,DUKES WAFFY CHOCO FL,0,8906010000000,GST @28%,5,5,67,3.7,247.9,BISCUITS,DUKES,WAFERS,,,,
DUKES NIBBLES SALTED BAKED SNACK 200GM,DUKES NIBBLES BAKED,0,8901970000000,GST @12%,50,50,0,34.66,0,BISCUITS,DUKES,SALTY BISCUITS,,,,
DUKES MASALA NIBBLES CHATPAT CHURMUR NAMKEENS 200GM,DUK.MASALA NIBBLES,0,8901970000000,GST @18%,50,50,0,34.66,0,BISCUITS,DUKES,SALTY BISCUITS,,,,
DUKES NIBBLES RANCH BAKED SHACK 200GM,DUKES NIBBLES RANCH,0,8901970000000,GST @12%,50,50,0,34.66,0,BISCUITS,DUKES,SALTY BISCUITS,,,,
DUKES NIBBLES CHEESY BAKED SNACK 200GM,DUKES NIBBLES CHEESY,0,8901970000000,GST @18%,50,50,0,34.66,0,BISCUITS,DUKES,SALTY BISCUITS,,,,
HIMALAYA FACE WASH ACTIVE SPORT 50ML,HIM.F/W.ACTIVE SPORT,33049990,8901140000000,GST @18%,83,83,1,63.19,63.19,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
HIMALAYA PURE HANDS HAND SANITIZER 500ML,HIM.H/W.PURE HANDS,0,8901140000000,Tax 5%,285,285,2,209,418,PERSONAL CARE,HIMALAYA,SKIN CARE,,,,
SUGAR FREE GREEN 40PELLETS,SUGAR FREE GREEN 40P,21069,8901550000000,GST @12%,45,45,2,35.56,71.12,HEALTH,SUGAR FREE,<Add New>,,,,
SUGAR FREE GREEN 100PELLETS,SUGAR FREE GREEN 100,21069,8901550000000,GST @12%,95,95,1,75.06,75.06,HEALTH,SUGAR FREE,<Add New>,,,,
SUGAR FREE GREEN 100GM,SUGAR FREE GREEN 100,21069,8901550000000,GST @12%,195,195,1,154.08,154.08,HEALTH,SUGAR FREE,<Add New>,,,,
KWALITY WALLS ICE CREAM ROSE KULFI 52GM,KW.IC.ROSE KULFI,2105,8901030000000,GST @18%,30,30,12,0,0,"FROZEN FOODS,ICE-CREAM",KWALITY,ICE CREAM,,,,
SAVLON HANDWASH HERBAL SENSITIVE 900ML,SAV.H/W.SENSITIVE,34022010,8901730000000,GST @18%,99,99,0,70.11,0,PERSONAL CARE,SAVLON,SKIN CARE,,,,
GOWARDHAN MILKRICH INSTANT DAIRY WHITENER 200GM,GOW.DAI.WHITENER,0,8906000000000,GST @5%,75,75,8,60.61,484.88,DRINKS AND BEVERAGES,GOWARDHAN,TEA AND COFFEE,,,,
